journal_title,alt_title,pissn,eissn,language,publisher,country_of_pub,APC,waiver,date_added_to_doaj,APC_in_dollar
Learning & Teaching in Higher Education: Gulf Perspectives,NA,NA,2077-5504,English,Zayed University Press,United Arab Emirates,FALSE,FALSE,2018-04-08T06:25:28Z,NA
Al-Qadisiyah Journal For Agriculture Sciences,مجلة القادسية للعلوم الزراعية,2077-5822,2618-1479,"English, Arabic",University of Al-Qadisiya,Iraq,TRUE,TRUE,2019-06-21T05:43:18Z,80
Mycosphere,NA,2077-7000,2077-7019,English,Guizhou Academy of Agricultural Sciences,Thailand,FALSE,FALSE,2012-10-25T11:28:17Z,NA
The African Journal of Information and Communication,NA,2077-7205,2077-7213,English,"LINK Centre, School of Literature Language and Media (SLLM)",South Africa,FALSE,FALSE,2019-10-13T17:58:56Z,NA
Технологія і техніка друкарства,Technology and Technique of Typography (Tekhnolohiia i Tekhnika Drukarstva),2077-7264,2414-9977,"English, Polish, Russian, Ukrainian",Igor Sikorsky Kyiv Polytechnic Institute,Ukraine,FALSE,FALSE,2018-08-02T18:35:58Z,NA
Эпилепсия и пароксизмальные состояния,Epilepsy and Paroxysmal Conditions,2077-8333,2311-4088,Russian,IRBIS LLC,Russian Federation,FALSE,FALSE,2019-05-29T08:48:11Z,NA
Academia: Архитектура и строительство,Academia: Architecture and Construction,2077-9038,NA,Russian,Russian Academy of Architecture and Construction Sciences (RAACS),Russian Federation,FALSE,FALSE,2018-10-16T09:21:13Z,NA
Scientia Agropecuaria,NA,2077-9917,2306-6741,"English, Portuguese, Spanish",Universidad Nacional de Trujillo,Peru,TRUE,TRUE,2015-05-20T20:25:07Z,250
Kóot,NA,2078-0664,2307-3942,Spanish,Universidad Tecnológica de El Salvador,El Salvador,FALSE,FALSE,2020-03-01T20:27:58Z,NA
Challenges,NA,NA,2078-1547,English,MDPI AG,Switzerland,TRUE,FALSE,2011-03-31T16:31:06Z,1523.2126
South African Journal of Information Management,NA,2078-1865,1560-683X,English,AOSIS,South Africa,TRUE,TRUE,2004-05-12T16:46:31Z,53.08226
Information,NA,NA,2078-2489,English,MDPI AG,Switzerland,TRUE,FALSE,2010-10-25T16:36:10Z,1523.2126
Geodinamika i Tektonofizika,Geodynamics & Tectonophysics,NA,2078-502X,"English, Russian","Institute of the Earth's crust, Siberian Branch of RAS",Russian Federation,FALSE,FALSE,2015-12-12T18:28:33Z,NA
Полития,Politeia,2078-5089,2587-5914,Russian,"Autonomous non-commercial organisation ""The Journal of Political Theory, Political Philosophy and Sociology of Politics Politeia""",Russian Federation,FALSE,FALSE,2018-08-22T19:11:10Z,NA
African Journal of Health Professions Education,AHJPE,NA,2078-5127,English,Health and Medical Publishing Group,South Africa,FALSE,FALSE,2010-12-20T16:11:48Z,NA
Экономика и банки,Economy and Banks,2078-5410,2524-2393,"Russian, Belarusian, English",Полесский государственный университет,Belarus,FALSE,FALSE,2020-12-21T15:16:39Z,NA
South African Journal of Business Management,NA,2078-5585,2078-5976,English,AOSIS,South Africa,TRUE,TRUE,2019-02-16T22:45:05Z,681.10744
Вестник анестезиологии и реаниматологии,Messenger of Anesthesiology and Resuscitation,2078-5658,2541-8653,Russian,NEW TERRA Publishing House,Russian Federation,FALSE,FALSE,2019-03-13T10:25:21Z,NA
South African Family Practice,NA,2078-6190,2078-6204,English,AOSIS,South Africa,TRUE,FALSE,2020-08-31T16:32:37Z,119.055926
CorSalud,NA,NA,2078-7170,"Spanish, English",Cardiocentro Ernesto Che Guevara,Cuba,FALSE,FALSE,2011-09-11T09:40:31Z,NA
Journal of Diabetology,Journal of Diabetology: Official Journal of Diabetes in Asia Study Group,NA,2078-7685,English,Wolters Kluwer Medknow Publications,India,FALSE,FALSE,2010-07-06T13:16:50Z,NA
Мультиверсум: Философский альманах,Multiversum: Philosophical Almanac,2078-8142,NA,"English, Ukrainian","NAS of Ukraine,  H.Skovoroda Institute of Philosophy",Ukraine,TRUE,FALSE,2021-06-06T15:33:09Z,40
Baghdad Science Journal,Magallat Baghdad Li-l-'ulum,2078-8665,2411-7986,"English, Arabic","College of Science for Women, University of Baghdad",Iraq,TRUE,TRUE,2017-06-26T13:44:22Z,150
Вестник Кемеровского государственного университета,Bulletin of Kemerovo State University,2078-8975,2078-8983,"English, Russian",Kemerovo State University,Russian Federation,FALSE,FALSE,2019-10-26T12:38:43Z,NA
Труды СПИИРАН,SPIIRAS Proceedings,2078-9181,2078-9599,"English, Russian",St.Petersburg Institute for Informatics and Automation of the Russian Academy of Sciences,Russian Federation,FALSE,FALSE,2018-10-05T15:48:37Z,NA
Journal of Business,Journal of Business de la Universidad del Pacífico,NA,2078-9424,"English, Spanish",Universidad del Pacífico,Peru,FALSE,FALSE,2016-11-29T08:22:29Z,NA
Naučnyj Vestnik MGTU GA,Civil Aviation High Technologies,2079-0619,2542-0119,Russian,Moscow State Technical University of Civil Aviation,Russian Federation,FALSE,FALSE,2017-05-07T08:56:52Z,NA
Rwanda Medical Journal,RMJ,2079-097X,2410-8626,English,Rwanda Biomedical Centre (RBC)/Rwanda Health Communication Center,Rwanda,FALSE,FALSE,2019-06-29T12:09:17Z,NA
Проблеми трибології,Problems of Tribology,2079-1372,NA,English,"Khmelhitsky National University,  Lublin University of Technology",Ukraine,FALSE,FALSE,2021-04-21T16:26:44Z,NA
Государственное и муниципальное управление,Государственное и муниципальное управление: Ученые записки,2079-1690,NA,Russian,Южно-Российский институт управления - филиал РАНХиГС,Russian Federation,FALSE,FALSE,2019-07-24T18:15:26Z,NA
Lingüística,NA,NA,2079-312X,"Portuguese, Spanish",Asociación de Lingüística y Filología de América Latina,Uruguay,FALSE,FALSE,2017-05-03T20:56:38Z,NA
Computation,NA,NA,2079-3197,English,MDPI AG,Switzerland,TRUE,FALSE,2014-07-14T09:49:15Z,1523.2126
Journal of Intelligence,NA,NA,2079-3200,English,MDPI AG,Switzerland,TRUE,FALSE,2014-06-19T20:15:10Z,1305.6108
Derecho & Sociedad,NA,2079-3634,2521-599X,"Spanish, English",Asociación Civil Derecho & Sociedad,Peru,FALSE,FALSE,2021-02-03T18:25:21Z,NA
Academicus : International Scientific Journal,NA,2079-3715,2309-1088,English,Academicus,Albania,FALSE,FALSE,2013-07-18T20:45:17Z,NA
IASPM Journal,NA,NA,2079-3871,English,International Association for the Study of Popular Music,United Kingdom,FALSE,FALSE,2020-01-16T15:23:44Z,NA
"Modernizaciâ, Innovaciâ, Razvitie",MIR (Modernization. Innovation. Research),2079-4665,2411-796X,Russian,Nauka,Russian Federation,TRUE,FALSE,2017-04-06T08:39:30Z,134.22
Journal of Functional Biomaterials,NA,2079-4983,NA,English,MDPI AG,Switzerland,TRUE,FALSE,2011-03-31T16:25:18Z,1740.8144
Nanomaterials,NA,2079-4991,NA,English,MDPI AG,Switzerland,TRUE,FALSE,2012-12-14T11:41:54Z,2393.6198
Гинекология,Gynecology,2079-5696,2079-5831,Russian,IP Berlin A.V.,Russian Federation,FALSE,FALSE,2018-09-27T15:37:38Z,NA
Oñati Socio-Legal Series,NA,NA,2079-5971,"Basque, English, French, Portuguese, Spanish",Oñati International Institute for the Sociology of Law,Spain,FALSE,FALSE,2012-03-30T12:49:32Z,NA
Актуальные проблемы филологии и педагогической лингвистики,Current Issues in Philology and Pedagogical Linguistics,2079-6021,2619-029X,"English, German, Russian",Publishing and Printing Center NOSU,Russian Federation,FALSE,FALSE,2020-10-28T17:35:07Z,NA
Biosensors,NA,2079-6374,NA,English,MDPI AG,Switzerland,TRUE,FALSE,2012-06-12T08:55:31Z,1958.4162000000001
Antibiotics,NA,NA,2079-6382,English,MDPI AG,Switzerland,TRUE,FALSE,2013-10-26T10:35:29Z,1958.4162000000001
Coatings,NA,2079-6412,NA,English,MDPI AG,Switzerland,TRUE,FALSE,2012-06-12T12:36:54Z,1958.4162000000001
Fibers,NA,2079-6439,NA,English,MDPI AG,Switzerland,TRUE,FALSE,2013-10-20T11:22:50Z,1740.8144
Nacionalʹnyj Psihologičeskij Žurnal,National Psychological Journal,2079-6617,2309-9828,Russian,Lomonosov Moscow State University,Russian Federation,FALSE,FALSE,2016-11-07T10:39:42Z,NA
Vestnik KRAUNC: Fiziko-Matematičeskie Nauki,Bulletin KRASEC: Physical & Mathematical Sciences,2079-6641,2079-665X,"English, Russian",KamGU by Vitus Bering,Russian Federation,FALSE,FALSE,2016-10-31T10:29:26Z,NA
Медицинский совет,Medical Council,2079-701X,2658-5790,Russian,Remedium Group LLC,Russian Federation,FALSE,FALSE,2019-11-08T12:17:38Z,NA
Annals of King Edward Medical University,Annals of KEMU,2079-7192,2079-0694,English,King Edward Medical University,Pakistan,FALSE,FALSE,2010-06-14T09:44:37Z,NA
The Indo-Pacific Journal of Phenomenology,IPJP,2079-7222,1445-7377,English,NISC and Taylor & Francis Group,South Africa,TRUE,TRUE,2005-11-11T15:47:19Z,650
Plato,NA,2079-7567,2183-4105,"English, French, Portuguese",Coimbra University Press,Portugal,FALSE,FALSE,2020-06-20T23:06:38Z,NA
Biology,NA,2079-7737,NA,English,MDPI AG,Switzerland,TRUE,FALSE,2012-11-29T09:17:45Z,1958.4162000000001
Vestnik of Vitebsk State Technological University,Вестник Витебского государственного технологического университета,2079-7958,2306-1774,Russian,Витебский государственнный технологический университет,Belarus,FALSE,FALSE,2019-07-31T11:15:16Z,NA
Труды Института системного программирования РАН,Proceedings of the Institute for system programming of the RAS,2079-8156,2220-6426,"English, Russian",Ivannikov Institute for System Programming of the Russian Academy of Sciences,Russian Federation,FALSE,FALSE,2019-12-04T17:29:58Z,NA
Reading & Writing,Journal of the Reading Association of South Africa,2079-8245,2308-1422,English,AOSIS,South Africa,TRUE,TRUE,2013-06-29T16:28:07Z,83.690732
Novye Issledovaniâ Tuvy,The New Research of Tuva,NA,2079-8482,Russian,Novye Issledovaniâ Tuvy,Russian Federation,TRUE,FALSE,2017-04-06T17:00:36Z,134.22
Baltic Region,NA,2079-8555,2310-0524,English,Immanuel Kant Baltic Federal University,Russian Federation,FALSE,FALSE,2013-08-12T09:46:35Z,NA
Зерновое хозяйство России,Grain Economy of Russia,2079-8725,2079-8733,Russian,"Federal State Budgetary Scientific Institution “Agricultural Research Center “Donskoy”""",Russian Federation,TRUE,FALSE,2019-06-27T18:09:48Z,93.954
Systems,NA,2079-8954,NA,English,MDPI AG,Switzerland,TRUE,FALSE,2013-11-12T18:55:13Z,1523.2126
Journal of Low Power Electronics and Applications,JPLEA : Journal of Low Power Electronics & Applications,2079-9268,NA,English,MDPI AG,Switzerland,TRUE,FALSE,2011-08-22T11:30:54Z,1523.2126
Resources,NA,2079-9276,NA,English,MDPI AG,Switzerland,TRUE,FALSE,2013-06-21T15:15:45Z,1740.8144
Cosmetics,NA,NA,2079-9284,English,MDPI AG,Switzerland,TRUE,FALSE,2014-06-23T15:17:35Z,1523.2126
Electronics,NA,NA,2079-9292,English,MDPI AG,Switzerland,TRUE,FALSE,2013-02-28T20:15:27Z,1958.4162000000001
Diseases,NA,NA,2079-9721,English,MDPI AG,Switzerland,TRUE,FALSE,2014-07-13T16:29:57Z,1523.2126
Krytyka Prawa,Critique of Law,2080-1084,2450-7938,"English, Polish, French, German, Spanish",Kozminski University,Poland,FALSE,FALSE,2021-03-29T09:59:44Z,NA
Baltic Journal of Health and Physical Activity,BJHPA,2080-1297,2080-9999,English,Akademia Wychowania Fizycznego i Sportu w Gdansku,Poland,FALSE,FALSE,2021-03-29T13:13:14Z,NA
Prace Komisji Geografii Przemysłu Polskiego Towarzystwa Geograficznego,Studies of the Industrial Geography Commission of the Polish Geographical Society,2080-1653,2449-903X,"English, Polish",Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,Poland,FALSE,FALSE,2021-02-01T16:49:04Z,NA
Toruńskie Studia Bibliologiczne,Bibliological Studies of Torun,2080-1807,NA,"English, Polish",Wydawnictwo Naukowe Uniwersytetu Mikołaja Kopernika,Poland,FALSE,FALSE,2015-10-07T11:06:40Z,NA
PULS UCZELNI,Higher School's Pulse,2080-2021,2449-9021,"English, Polish",Opole Medical School,Poland,FALSE,FALSE,2015-12-29T15:21:28Z,NA
Biomedical Human Kinetics,NA,2080-2234,NA,English,Sciendo,Poland,FALSE,FALSE,2011-06-30T13:51:23Z,NA
Advances in Science and Technology Research Journal,Adv. Sci. Technol. Res. J.,2080-4075,2299-8624,English,Society of Polish Mechanical Engineers and Technicians,Poland,TRUE,FALSE,2015-02-17T15:48:09Z,235.9122
Sztuka i Dokumentacja,Art and Documentation,2080-413X,NA,"English, Polish",Academy of Fine Arts in Gdansk,Poland,FALSE,FALSE,2018-10-29T15:58:37Z,NA
Civil and Environmental Engineering Reports,NA,2080-5187,2450-8594,English,Sciendo,Poland,FALSE,FALSE,2015-05-04T08:57:22Z,NA
Comparative Legilinguistics,NA,2080-5926,2391-4491,"Chinese, English, French, German, Polish, Russian, Spanish",Institute of Linguistics,Poland,FALSE,FALSE,2018-10-08T12:24:18Z,NA
Geologos,NA,NA,2080-6574,English,Sciendo,Poland,FALSE,FALSE,2011-08-04T12:01:35Z,NA
Cognitive Studies | Études cognitives,NA,2080-7147,2392-2397,"English, French","Institute of Slavic Studies, Polish Academy of Sciences",Poland,FALSE,FALSE,2015-03-31T15:04:52Z,NA
Bulletin of Geography: Physical Geography Series,NA,2080-7686,NA,English,Sciendo,Poland,FALSE,FALSE,2011-06-16T08:10:22Z,NA
Studia z Historii Społeczno-Gospodarczej XIX i XX Wieku,NA,2080-8313,2450-6796,Polish,Lodz University Press,Poland,FALSE,FALSE,2019-11-26T10:32:08Z,NA
Przegląd Geopolityczny,NA,2080-8836,NA,"English, French, German, Italian, Polish, Russian, Spanish",Instytut Geopolityki,Poland,FALSE,FALSE,2015-10-07T11:23:41Z,NA
Inżynieria Ekologiczna,Ecological Engineering,2081-139X,2392-0629,Polish,Polish Society of Ecological Engineering (PTIE),Poland,TRUE,FALSE,2015-07-14T16:05:04Z,77.0832
Journal of Education Culture and Society,NA,2081-1640,NA,English,Foundation Pro Scientia Publica,Poland,FALSE,TRUE,2015-03-08T17:10:16Z,NA
Annales Universitatis Paedagogicae Cracoviensis. Studia Historicolitteraria,NA,2081-1853,2300-5831,"Polish, English, German, Russian, Italian",Wydawnictwo Naukowe Uniwersytetu Pedagogicznego,Poland,FALSE,FALSE,2021-06-13T10:04:19Z,NA
Podstawy Edukacji,Fundamentals of Education,2081-2264,2658-2848,"Polish, English, German, French, Russian",Jan Dlugosz University,Poland,FALSE,FALSE,2021-05-10T12:35:16Z,NA
Ekonomia Społeczna,Social Economy,2081-321X,1898-7435,"English, Polish",Cracow University of Economics,Poland,FALSE,FALSE,2020-09-14T15:15:01Z,NA
"Polityki Europejskie, Finanse i Marketing",NA,2081-3430,2544-0640,"Polish, English",Wydawnictwo SGGW - Warsaw University od Life Sciences Press,Poland,TRUE,FALSE,2021-02-01T16:44:14Z,256.944
Polish Journal of Social Rehabilitation,Resocjalizacja Polska,2081-3767,2392-2656,"English, Polish",Fundacja Pedagagium,Poland,TRUE,FALSE,2016-01-08T13:58:03Z,642.36
Paladyn: Journal of Behavioral Robotics,NA,NA,2081-4836,English,De Gruyter,Poland,FALSE,FALSE,2015-10-02T10:38:56Z,NA
Annales Universitatis Paedagogicae Cracoviensis: Studia Mathematica,NA,2081-545X,2300-133X,"English, French, German",Wydawnictwo Naukowe Uniwersytetu Pedagogicznego,Poland,FALSE,FALSE,2013-03-08T18:17:10Z,NA
Problemy Mechatroniki,Problems of Mechatronics,2081-5891,NA,"English, Polish","Military University of Technology, Warsaw, Poland",Poland,FALSE,FALSE,2019-11-21T14:06:55Z,NA
Rozprawy Społeczne,Social Dissertations,2081-6081,NA,"English, Polish",Wydawnictwo Państwowej Szkoły Wyższej im. Papieża Jana Pawła II w Białej Podlaskiej,Poland,FALSE,FALSE,2020-01-29T14:18:05Z,NA
Quaestiones Geographicae,NA,NA,2081-6383,English,Sciendo,Poland,FALSE,FALSE,2015-04-17T08:14:54Z,NA
Colloquia Humanistica,NA,2081-6774,2392-2419,"English, Hebrew, Polish","Institute of Slavic Studies, Polish Academy of Sciences",Poland,FALSE,FALSE,2015-03-31T15:07:17Z,NA
Translational Neuroscience,NA,NA,2081-6936,English,De Gruyter,Poland,TRUE,TRUE,2015-06-05T18:33:21Z,1769.3415000000002
Zeszyty Naukowe Szkoły Głównej Gospodarstwa Wiejskiego w Warszawie. Problemy Rolnictwa Światowego,Scientific Journal Warsaw University of Life Sciences-SGGW,2081-6960,2544-0659,"English, Polish",Warsaw University of Life Sciences Press,Poland,FALSE,FALSE,2021-02-26T13:52:49Z,NA
Praktyka Teoretyczna,Theoretical Practice,2081-8130,NA,"Polish, English",Adam Mickiewicz University,Poland,FALSE,FALSE,2013-02-20T10:06:36Z,NA
International Journal of Electronics and Telecommunications,NA,2081-8491,2300-1933,English,Polish Academy of Sciences,Poland,TRUE,FALSE,2015-10-07T10:38:33Z,128.472
EduAction : Electronic Education Magazine,EduAkcja: Magazyn Edukacji Elektronicznej,NA,2081-870X,"English, Polish",Center for Open and Multimedia Eduacation of the University of Warsaw,Poland,FALSE,FALSE,2013-05-21T16:16:15Z,NA
Operations Research and Decisions,ORD,2081-8858,2391-6060,English,Wrocław University of Science and Technology,Poland,FALSE,FALSE,2013-06-15T10:44:27Z,NA
Studia z Prawa Wyznaniowego,Studies in Law on Religion,2081-8882,2544-3003,"Polish, Italian, French, English",The John Paul II Catholic University of Lublin,Poland,FALSE,FALSE,2019-03-04T16:11:37Z,NA
Nasza Dermatologia Online,Our Dermatology Online,NA,2081-9390,"English, French, Polish, Spanish",Our Dermatology Online,Poland,FALSE,FALSE,2011-05-12T11:32:23Z,NA
"Annals of Warsaw University of Life Sciences, Land Reclamation",NA,NA,2081-9617,English,Sciendo,Poland,FALSE,FALSE,2010-12-22T11:05:47Z,NA
Journal of Geodetic Science,NA,NA,2081-9943,English,Sciendo,Poland,FALSE,FALSE,2015-01-05T15:58:05Z,NA
Acta Palaeobotanica,NA,NA,2082-0259,English,"W. Szafer Institute of Botany, Polish Academy of Sciences",Poland,FALSE,FALSE,2010-09-10T13:04:20Z,NA
Horyzonty Polityki,NA,2082-5897,2353-950X,"English, French, German, Italian, Polish, Spanish",Jesuit Univeristy Ignatianum in Krakow,Poland,FALSE,FALSE,2017-12-20T09:31:35Z,NA
Res Historica,NA,2082-6060,2449-8467,"French, German, Russian, English, Polish",Wydawnictwo Uniwerystetu Marii Curie-Skłodowskiej,Poland,FALSE,FALSE,2021-06-14T10:11:13Z,NA
Contemporary Economy,Współczesna Gospodarka,2082-677X,NA,"English, Polish",University of Gdansk,Poland,FALSE,FALSE,2013-08-28T09:21:14Z,NA
Peitho,Peitho: Examina Antiqua,2082-7539,2300-9004,"English, French, German, Italian, Polish","Adam Mickiewicz University, Poznan",Poland,FALSE,FALSE,2019-10-24T14:15:47Z,NA
Avant: Journal of Philosophical-Interdisciplinary Vanguard,Avant: Trends in Interdisciplinary Studies,2082-7598,2082-6710,"English, Polish",Centre for Philosophical Research,Poland,FALSE,FALSE,2012-09-23T21:06:20Z,NA
Polish Journal of Sport and Tourism,NA,NA,2082-8799,English,Sciendo,Poland,FALSE,FALSE,2011-07-01T09:15:46Z,NA
Forest Research Papers,Leśne Prace Badawcze,NA,2082-8926,"English, Polish",Sciendo,Poland,FALSE,FALSE,2015-02-25T17:54:49Z,NA
Pielęgniarstwo i Zdrowie Publiczne,Nursing and Public Health,2082-9876,2451-1870,"English, Polish",Wroclaw Medical University Press,Poland,FALSE,FALSE,2019-03-19T13:18:13Z,NA
"Informatyka, Automatyka, Pomiary w Gospodarce i Ochronie Środowiska","Informatics, Control, Measurement in Economy and Environmental Protection",2083-0157,2391-6761,"English, Polish",Lublin University of Technology,Poland,FALSE,FALSE,2020-09-14T15:10:27Z,NA
Ars Educandi,NA,2083-0947,2657-6058,"English, Polish",Wydawnictwo Uniwersytetu Gdańskiego,Poland,FALSE,FALSE,2019-06-25T13:45:46Z,NA
Oeconomia Copernicana,NA,2083-1277,2353-1827,"English, Polish",Institute of Economic Research,Poland,TRUE,FALSE,2015-12-08T11:55:15Z,244.0968
Materials Science-Poland,NA,NA,2083-134X,English,Sciendo,Poland,FALSE,FALSE,2015-06-25T14:24:50Z,NA
Studia z Historii Filozofii,NA,2083-1978,2391-775X,"English, German, Polish",Uniwersytet Mikołaja Kopernika,Poland,FALSE,FALSE,2018-02-14T14:43:24Z,NA
Toruńskie Studia Polsko-Włoskie,Studi Polacco-Italiani di Toruń,2083-1986,2391-7865,"English, Italian, Polish",Nicolaus Copernicus University Press,Poland,FALSE,FALSE,2018-10-29T15:37:14Z,NA
"Archiwum Fotogrametrii, Kartografii i Teledetekcji","Archives of Photogrammetry, Cartography and Remote Sensing",2083-2214,NA,"English, Polish",Main Board of Association of Polish Surveyors,Poland,FALSE,FALSE,2016-03-02T15:54:38Z,NA
The Biblical Annals,NA,2083-2222,2451-2168,"English, French, German, Italian, Polish",Wydawnictwo KUL (KUL Publishing House),Poland,FALSE,FALSE,2018-10-29T17:22:48Z,NA
Journal of Artificial Intelligence and Soft Computing Research,NA,2083-2567,NA,English,Sciendo,Poland,FALSE,FALSE,2018-01-08T10:13:19Z,NA
Text Matters,NA,2083-2931,2084-574X,English,Lodz University Press,Poland,FALSE,FALSE,2019-01-17T13:40:24Z,NA
Przedsiębiorczość - Edukacja,Entrepreneurship - Education,2083-3296,2449-9048,"Polish, English",Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,Poland,FALSE,FALSE,2021-01-12T16:11:44Z,NA
Ring,NA,NA,2083-3520,English,Sciendo,Poland,FALSE,FALSE,2011-08-02T12:25:17Z,NA
iNFOTEZY,NA,NA,2083-3652,Polish,Uniwersytet Jana Kochanowskiego,Poland,FALSE,FALSE,2012-08-01T08:47:34Z,NA
Acta Iuris Stetinensis,Acta Iuris Stetinensis (Roczniki Prawnicze),2083-4373,2545-3181,"English, Polish",Wydawnictwo Naukowe Uniwersytetu Szczecińskiego,Poland,FALSE,FALSE,2019-06-11T09:17:23Z,NA
Journal of Water and Land Development,NA,NA,2083-4535,English,Sciendo,Poland,TRUE,FALSE,2008-12-11T17:40:50Z,100
Medycyna Ogólna i Nauki o Zdrowiu,NA,2083-4543,2084-4905,"English, Polish",Institute of Rural Health,Poland,TRUE,FALSE,2020-11-09T16:12:10Z,25.6944
Anthropological Review,NA,NA,2083-4594,English,Sciendo,Poland,FALSE,FALSE,2011-07-01T08:54:24Z,NA
Journal of KONBiN,NA,NA,2083-4608,"English, Polish",Sciendo,Poland,FALSE,FALSE,2008-12-11T17:25:12Z,NA
Zdrowie Publiczne,Polish Journal of Public Health,NA,2083-4829,English,Sciendo,Poland,TRUE,FALSE,2010-04-16T11:21:13Z,106.16049000000001
Studies in Second Language Learning and Teaching,NA,2083-5205,2084-1965,English,Department of English Studies Faculty of Pedagogy and Fine Arts Adam Mickiewicz University,Poland,FALSE,FALSE,2016-09-21T11:28:15Z,NA
Discussiones Mathematicae Graph Theory,NA,NA,2083-5892,English,Sciendo,Poland,FALSE,FALSE,2014-12-04T18:08:45Z,NA
Folia Horticulturae,NA,NA,2083-5965,English,Sciendo,Poland,TRUE,FALSE,2014-12-04T16:28:51Z,23.59122
Polish Journal of Food and Nutrition Sciences,NA,NA,2083-6007,English,Institute of Animal Reproduction and Food Research,Poland,TRUE,FALSE,2015-01-17T14:44:56Z,530.80245
Lingua Posnaniensis,NA,NA,2083-6090,English,Sciendo,Poland,FALSE,FALSE,2011-08-03T15:12:13Z,NA
Zoologica Poloniae,NA,NA,2083-6112,English,Sciendo,Poland,FALSE,FALSE,2014-11-04T18:30:19Z,NA
Archives of Polish Fisheries,NA,NA,2083-6139,English,Sciendo,Poland,FALSE,FALSE,2011-06-28T15:57:27Z,NA
Camera Separatoria,NA,2083-6392,NA,"English, Polish",Siedlce University of Natural Sciences and Humanities,Poland,FALSE,FALSE,2012-06-25T15:50:25Z,NA
TransNav: International Journal on Marine Navigation and Safety of Sea Transportation,NA,2083-6473,2083-6481,English,Gdynia Maritime University,Poland,TRUE,FALSE,2013-01-23T21:06:33Z,353.86830000000003
Argument : Biannual Philosophical Journal,NA,2083-6635,2084-1043,"English, German, Polish",Pedagogical University of Cracow,Poland,FALSE,FALSE,2012-08-21T12:10:44Z,NA
Annales Universitatis Paedagogicae Cracoviensis. Studia de Cultura,NA,2083-7275,2391-4432,Polish,Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,Poland,FALSE,FALSE,2016-01-28T13:21:47Z,NA
Polish Maritime Research,NA,NA,2083-7429,English,Sciendo,Poland,TRUE,FALSE,2008-12-18T09:30:43Z,500
Biuletyn Polskiej Misji Historycznej,Bulletin der Polnischen Historischen Mission,2083-7755,2391-792X,"English, German",Nicolaus Copernicus University in Toruń,Poland,FALSE,FALSE,2018-10-29T17:12:13Z,NA
"The Person and the Challenges. The Journal of Theology, Education, Canon Law and Social Studies Inspired by Pope John Paul II",NA,2083-8018,2391-6559,"English, French, German, Italian, Spanish",The Pontifical University of John Paul II in Krakow Press,Poland,FALSE,FALSE,2017-05-16T10:08:14Z,NA
Studia Geotechnica et Mechanica,NA,NA,2083-831X,English,Sciendo,Poland,FALSE,FALSE,2015-05-11T18:36:53Z,NA
International Journal of Applied Mathematics and Computer Science,NA,NA,2083-8492,English,Sciendo,Poland,TRUE,FALSE,2015-01-12T09:18:31Z,82.56927
Psychology of Language and Communication,NA,NA,2083-8506,English,Sciendo,Poland,FALSE,FALSE,2008-12-18T11:02:42Z,NA
Research Works of Air Force Institute of Technology,Prace Naukowe Instytutu Technicznego Wojsk Lotniczych,NA,2083-8573,"English, Polish",Sciendo,Poland,FALSE,FALSE,2016-02-20T09:58:39Z,NA
Edukacja Etyczna,Journal of Ethical Education,NA,2083-8972,"English, Polish",Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie,Poland,FALSE,FALSE,2020-04-28T12:58:17Z,NA
Polish Hyperbaric Research,NA,NA,2084-0535,"English, Polish",Sciendo,Poland,TRUE,FALSE,2016-01-28T15:23:57Z,30.833280000000002
Wrocławski Rocznik Historii Mówionej,NA,2084-0578,NA,"Polish, English","Ośrodek ""Pamięć i Przyszłość"" - ""Remembrance and Future"" Centre",Poland,FALSE,FALSE,2021-03-29T09:47:59Z,NA
Śląskie Studia Polonistyczne,NA,2084-0772,2353-0928,"Polish, English",University of Silesia Press,Poland,FALSE,FALSE,2021-03-29T07:42:29Z,NA
Contemporary Economics,NA,2084-0845,NA,English,"University of Finance and Management, Warsaw; Vistula University",Poland,FALSE,FALSE,2012-08-26T17:30:38Z,NA
"Wroclaw Review of Law, Administration and Economics",NA,2084-1264,NA,English,Sciendo,Poland,FALSE,FALSE,2012-12-18T20:23:23Z,NA
Studia Ceranea,Studia Ceranea,2084-140X,2449-8378,"English, French, German, Italian, Polish, Russian",Lodz University Press,Poland,FALSE,FALSE,2019-07-15T10:33:25Z,NA
Przestrzeń Społeczna,Social Space,NA,2084-1558,"English, Polish",Stowarzyszenie Naukowe Przestrzeń Społeczna i Środowisko,Poland,FALSE,FALSE,2012-08-21T11:54:28Z,NA
Linguistische Treffen in Wrocław,NA,2084-3062,2657-5647,"English, German, Polish",Oficyna Wydawnicza ATUT,Poland,FALSE,TRUE,2019-11-26T10:25:14Z,NA
Nowa Polityka Wschodnia,NA,2084-3291,NA,"Russian, Polish, English",Wydawnictwo Adam Marszałek,Poland,FALSE,FALSE,2019-11-26T10:28:01Z,NA
Studia Translatorica,NA,2084-3321,2657-4802,"Polish, German, English",Oficyna Wydawnicza ATUT,Poland,FALSE,FALSE,2021-06-14T13:06:07Z,NA
